UID;Molecular Formula
8439;C$_{94}$H$_{22}$N$_{2}$-
8441;C$_{93}$H$_{24}$N$_{3}$
8444;C$_{93}$H$_{24}$N$_{3}$-
8446;C$_{93}$H$_{24}$N$_{3}$
8447;C$_{93}$H$_{24}$N$_{3}$-
8450;C$_{93}$H$_{24}$N$_{3}$-
8451;C$_{93}$H$_{24}$N$_{3}$
8454;C$_{93}$H$_{24}$N$_{3}$-
8455;C$_{93}$H$_{24}$N$_{3}$
8458;C$_{93}$H$_{24}$N$_{3}$-
8459;C$_{93}$H$_{24}$N$_{3}$
8462;C$_{93}$H$_{24}$N$_{3}$-
8463;C$_{93}$H$_{24}$N$_{3}$
8466;C$_{93}$H$_{24}$N$_{3}$-
8467;C$_{93}$H$_{24}$N$_{3}$
8470;C$_{93}$H$_{24}$N$_{3}$-
8471;C$_{93}$H$_{24}$N$_{3}$
8474;C$_{93}$H$_{24}$N$_{3}$-
8475;C$_{93}$H$_{24}$N$_{3}$
8478;C$_{93}$H$_{24}$N$_{3}$-
8479;C$_{93}$H$_{24}$N$_{3}$
8482;C$_{93}$H$_{24}$N$_{3}$-
8483;C$_{93}$H$_{24}$N$_{3}$
8486;C$_{93}$H$_{24}$N$_{3}$
8488;C$_{93}$H$_{24}$N$_{3}$-
8490;C$_{93}$H$_{24}$N$_{3}$
8492;C$_{93}$H$_{24}$N$_{3}$-
8493;C$_{93}$H$_{24}$N$_{3}$
8496;C$_{93}$H$_{24}$N$_{3}$-
8497;C$_{93}$H$_{24}$N$_{3}$
8499;C$_{93}$H$_{24}$N$_{3}$-
8502;C$_{93}$H$_{24}$N$_{3}$
8503;C$_{93}$H$_{24}$N$_{3}$-
8504;C$_{93}$H$_{24}$N$_{3}$
8507;C$_{93}$H$_{24}$N$_{3}$-
8510;C$_{93}$H$_{24}$N$_{3}$
8511;C$_{93}$H$_{24}$N$_{3}$-
8514;C$_{93}$H$_{24}$N$_{3}$-
8515;C$_{93}$H$_{24}$N$_{3}$
8518;C$_{93}$H$_{24}$N$_{3}$
8520;C$_{93}$H$_{24}$N$_{3}$-
8522;C$_{93}$H$_{24}$N$_{3}$-
8523;C$_{93}$H$_{24}$N$_{3}$
8525;C$_{93}$H$_{24}$N$_{3}$
8527;C$_{93}$H$_{24}$N$_{3}$-
8528;C$_{93}$H$_{24}$N$_{3}$
8532;C$_{93}$H$_{24}$N$_{3}$-
8533;C$_{93}$H$_{24}$N$_{3}$
8535;C$_{93}$H$_{24}$N$_{3}$-
8539;C$_{93}$H$_{24}$N$_{3}$-
8540;C$_{93}$H$_{24}$N$_{3}$
8541;C$_{93}$H$_{24}$N$_{3}$
8543;C$_{93}$H$_{24}$N$_{3}$
8546;C$_{93}$H$_{24}$N$_{3}$-
8547;C$_{93}$H$_{24}$N$_{3}$-
8549;C$_{93}$H$_{24}$N$_{3}$
8551;C$_{93}$H$_{24}$N$_{3}$-
8556;C$_{93}$H$_{24}$N$_{3}$-
8557;C$_{93}$H$_{24}$N$_{3}$
8559;C$_{93}$H$_{24}$N$_{3}$-
8560;C$_{93}$H$_{24}$N$_{3}$
8562;C$_{93}$H$_{24}$N$_{3}$
8564;C$_{93}$H$_{24}$N$_{3}$-
8566;C$_{93}$H$_{24}$N$_{3}$-
8567;C$_{93}$H$_{24}$N$_{3}$
8570;C$_{93}$H$_{24}$N$_{3}$-
8571;C$_{93}$H$_{24}$N$_{3}$
8574;C$_{93}$H$_{24}$N$_{3}$-
8575;C$_{93}$H$_{24}$N$_{3}$
8577;C$_{93}$H$_{24}$N$_{3}$
8580;C$_{93}$H$_{24}$N$_{3}$-
8582;C$_{93}$H$_{24}$N$_{3}$
8583;C$_{93}$H$_{24}$N$_{3}$-
8586;C$_{93}$H$_{24}$N$_{3}$
8587;C$_{93}$H$_{24}$N$_{3}$-
8590;C$_{93}$H$_{24}$N$_{3}$-
8591;C$_{93}$H$_{24}$N$_{3}$
8593;C$_{93}$H$_{24}$N$_{3}$
8596;C$_{93}$H$_{24}$N$_{3}$-
8599;C$_{93}$H$_{24}$N$_{3}$-
8600;C$_{93}$H$_{24}$N$_{3}$
8601;C$_{93}$H$_{24}$N$_{3}$-
8602;C$_{93}$H$_{24}$N$_{3}$
8606;C$_{93}$H$_{24}$N$_{3}$-
8607;C$_{93}$H$_{24}$N$_{3}$
8610;C$_{93}$H$_{24}$N$_{3}$-
8611;C$_{93}$H$_{24}$N$_{3}$
8614;C$_{93}$H$_{24}$N$_{3}$-
8615;C$_{93}$H$_{24}$N$_{3}$
8616;C$_{93}$H$_{24}$N$_{3}$
8620;C$_{93}$H$_{24}$N$_{3}$-
8621;C$_{93}$H$_{24}$N$_{3}$
8623;C$_{93}$H$_{24}$N$_{3}$-
8626;C$_{93}$H$_{24}$N$_{3}$
8628;C$_{93}$H$_{24}$N$_{3}$-
8629;C$_{93}$H$_{24}$N$_{3}$
8632;C$_{93}$H$_{24}$N$_{3}$-
8634;C$_{93}$H$_{24}$N$_{3}$-
8635;C$_{93}$H$_{24}$N$_{3}$
8637;C$_{93}$H$_{24}$N$_{3}$
8639;C$_{93}$H$_{24}$N$_{3}$-
8640;C$_{93}$H$_{24}$N$_{3}$
8644;C$_{93}$H$_{24}$N$_{3}$-
8645;C$_{93}$H$_{24}$N$_{3}$
8647;C$_{93}$H$_{24}$N$_{3}$-
8650;C$_{93}$H$_{24}$N$_{3}$-
8651;C$_{93}$H$_{24}$N$_{3}$
8653;C$_{93}$H$_{24}$N$_{3}$
8656;C$_{93}$H$_{24}$N$_{3}$-
8657;C$_{93}$H$_{24}$N$_{3}$-
8658;C$_{93}$H$_{24}$N$_{3}$
8661;C$_{93}$H$_{24}$N$_{3}$
8664;C$_{93}$H$_{24}$N$_{3}$-
8665;C$_{93}$H$_{24}$N$_{3}$
8668;C$_{93}$H$_{24}$N$_{3}$-
8669;C$_{93}$H$_{24}$N$_{3}$
8672;C$_{93}$H$_{24}$N$_{3}$-
8673;C$_{93}$H$_{24}$N$_{3}$
8675;C$_{93}$H$_{24}$N$_{3}$-
8677;C$_{93}$H$_{24}$N$_{3}$
8679;C$_{93}$H$_{24}$N$_{3}$-
8682;C$_{93}$H$_{24}$N$_{3}$
8684;C$_{93}$H$_{24}$N$_{3}$-
8686;C$_{93}$H$_{24}$N$_{3}$
8687;C$_{93}$H$_{24}$N$_{3}$-
8690;C$_{93}$H$_{24}$N$_{3}$-
8691;C$_{93}$H$_{24}$N$_{3}$
8692;C$_{93}$H$_{24}$N$_{3}$-
8693;C$_{93}$H$_{24}$N$_{3}$
8699;C$_{93}$H$_{24}$N$_{3}$-
8700;C$_{93}$H$_{24}$N$_{3}$
8702;C$_{93}$H$_{24}$N$_{3}$-
8703;C$_{93}$H$_{24}$N$_{3}$
8706;C$_{93}$H$_{24}$N$_{3}$-
8707;C$_{93}$H$_{24}$N$_{3}$
8710;C$_{93}$H$_{24}$N$_{3}$
8711;C$_{93}$H$_{24}$N$_{3}$-
8712;C$_{93}$H$_{24}$N$_{3}$
8716;C$_{93}$H$_{24}$N$_{3}$-
8717;C$_{93}$H$_{24}$N$_{3}$
8720;C$_{93}$H$_{24}$N$_{3}$-
8722;C$_{93}$H$_{24}$N$_{3}$-
8723;C$_{93}$H$_{24}$N$_{3}$
8726;C$_{93}$H$_{24}$N$_{3}$
8727;C$_{93}$H$_{24}$N$_{3}$-
8730;C$_{93}$H$_{24}$N$_{3}$-
8731;C$_{93}$H$_{24}$N$_{3}$
8734;C$_{93}$H$_{24}$N$_{3}$
8735;C$_{93}$H$_{24}$N$_{3}$-
8738;C$_{93}$H$_{24}$N$_{3}$
8739;C$_{93}$H$_{24}$N$_{3}$-
8742;C$_{93}$H$_{24}$N$_{3}$
8744;C$_{93}$H$_{24}$N$_{3}$-
8745;C$_{93}$H$_{24}$N$_{3}$-
8746;C$_{93}$H$_{24}$N$_{3}$
8749;C$_{93}$H$_{24}$N$_{3}$-
8750;C$_{93}$H$_{24}$N$_{3}$
8754;C$_{93}$H$_{24}$N$_{3}$-
8755;C$_{93}$H$_{24}$N$_{3}$
8758;C$_{93}$H$_{24}$N$_{3}$
8759;C$_{93}$H$_{24}$N$_{3}$-
8762;C$_{93}$H$_{24}$N$_{3}$-
8763;C$_{93}$H$_{24}$N$_{3}$
8766;C$_{93}$H$_{24}$N$_{3}$
8767;C$_{93}$H$_{24}$N$_{3}$-
8770;C$_{93}$H$_{24}$N$_{3}$
8772;C$_{93}$H$_{24}$N$_{3}$-
8773;C$_{93}$H$_{24}$N$_{3}$
8776;C$_{93}$H$_{24}$N$_{3}$-
8778;C$_{93}$H$_{24}$N$_{3}$
8780;C$_{93}$H$_{24}$N$_{3}$-
8781;C$_{93}$H$_{24}$N$_{3}$
8784;C$_{93}$H$_{24}$N$_{3}$-
8785;C$_{93}$H$_{24}$N$_{3}$
8788;C$_{93}$H$_{24}$N$_{3}$-
8790;C$_{93}$H$_{24}$N$_{3}$-
8791;C$_{93}$H$_{24}$N$_{3}$
8795;C$_{93}$H$_{24}$N$_{3}$-
8796;C$_{93}$H$_{24}$N$_{3}$
8798;C$_{93}$H$_{24}$N$_{3}$-
8799;C$_{93}$H$_{24}$N$_{3}$
8801;C$_{93}$H$_{24}$N$_{3}$-
8802;C$_{93}$H$_{24}$N$_{3}$
8806;C$_{93}$H$_{24}$N$_{3}$
8807;C$_{93}$H$_{24}$N$_{3}$-
8810;C$_{93}$H$_{24}$N$_{3}$-
8811;C$_{93}$H$_{24}$N$_{3}$
8813;C$_{93}$H$_{24}$N$_{3}$
8816;C$_{93}$H$_{24}$N$_{3}$-
8817;C$_{93}$H$_{24}$N$_{3}$
8820;C$_{93}$H$_{24}$N$_{3}$-
8821;C$_{93}$H$_{24}$N$_{3}$
8824;C$_{93}$H$_{24}$N$_{3}$-
8826;C$_{93}$H$_{24}$N$_{3}$
8827;C$_{93}$H$_{24}$N$_{3}$-
8830;C$_{93}$H$_{24}$N$_{3}$-
8831;C$_{93}$H$_{24}$N$_{3}$
8834;C$_{93}$H$_{24}$N$_{3}$
8836;C$_{93}$H$_{24}$N$_{3}$-
8838;C$_{93}$H$_{24}$N$_{3}$
8839;C$_{93}$H$_{24}$N$_{3}$-
8841;C$_{93}$H$_{24}$N$_{3}$
8844;C$_{93}$H$_{24}$N$_{3}$-
8845;C$_{93}$H$_{24}$N$_{3}$
8847;C$_{93}$H$_{24}$N$_{3}$-
8849;C$_{93}$H$_{24}$N$_{3}$-
8850;C$_{93}$H$_{24}$N$_{3}$
8855;C$_{93}$H$_{24}$N$_{3}$-
8856;C$_{93}$H$_{24}$N$_{3}$
8858;C$_{93}$H$_{24}$N$_{3}$
8859;C$_{93}$H$_{24}$N$_{3}$
8862;C$_{93}$H$_{24}$N$_{3}$-
8864;C$_{93}$H$_{24}$N$_{3}$-
8865;C$_{93}$H$_{24}$N$_{3}$
8868;C$_{93}$H$_{24}$N$_{3}$-
8869;C$_{93}$H$_{24}$N$_{3}$
8871;C$_{93}$H$_{24}$N$_{3}$-
8874;C$_{93}$H$_{24}$N$_{3}$-
8875;C$_{93}$H$_{24}$N$_{3}$
8878;C$_{93}$H$_{24}$N$_{3}$
8879;C$_{93}$H$_{24}$N$_{3}$-
8881;C$_{93}$H$_{24}$N$_{3}$
8883;C$_{93}$H$_{24}$N$_{3}$
8886;C$_{93}$H$_{24}$N$_{3}$-
8887;C$_{93}$H$_{24}$N$_{3}$-
8888;C$_{93}$H$_{24}$N$_{3}$
8891;C$_{93}$H$_{24}$N$_{3}$-
8894;C$_{93}$H$_{24}$N$_{3}$-
8895;C$_{93}$H$_{24}$N$_{3}$
8896;C$_{93}$H$_{21}$N$_{3}$
8899;C$_{93}$H$_{21}$N$_{3}$
8902;C$_{93}$H$_{21}$N$_{3}$-
8905;C$_{93}$H$_{21}$N$_{3}$-
8906;C$_{93}$H$_{21}$N$_{3}$-
8907;C$_{93}$H$_{21}$N$_{3}$
8910;C$_{93}$H$_{21}$N$_{3}$-
8911;C$_{93}$H$_{21}$N$_{3}$
8914;C$_{93}$H$_{21}$N$_{3}$-
8915;C$_{93}$H$_{21}$N$_{3}$
8918;C$_{93}$H$_{21}$N$_{3}$
8919;C$_{93}$H$_{21}$N$_{3}$-
8922;C$_{93}$H$_{21}$N$_{3}$
8924;C$_{93}$H$_{21}$N$_{3}$-
8925;C$_{93}$H$_{21}$N$_{3}$-
8926;C$_{93}$H$_{21}$N$_{3}$
8930;C$_{93}$H$_{21}$N$_{3}$-
8931;C$_{93}$H$_{21}$N$_{3}$
8934;C$_{93}$H$_{21}$N$_{3}$
8935;C$_{93}$H$_{21}$N$_{3}$-
8938;C$_{93}$H$_{21}$N$_{3}$
8940;C$_{93}$H$_{21}$N$_{3}$-
8942;C$_{93}$H$_{21}$N$_{3}$
8943;C$_{93}$H$_{21}$N$_{3}$-
8945;C$_{93}$H$_{21}$N$_{3}$-
8946;C$_{93}$H$_{21}$N$_{3}$
8950;C$_{93}$H$_{21}$N$_{3}$-
8951;C$_{93}$H$_{21}$N$_{3}$
8954;C$_{93}$H$_{21}$N$_{3}$-
8955;C$_{93}$H$_{21}$N$_{3}$
8956;C$_{93}$H$_{21}$N$_{3}$
8959;C$_{93}$H$_{21}$N$_{3}$-
8962;C$_{93}$H$_{21}$N$_{3}$-
8963;C$_{93}$H$_{21}$N$_{3}$
8966;C$_{93}$H$_{21}$N$_{3}$-
8967;C$_{93}$H$_{21}$N$_{3}$
8970;C$_{93}$H$_{21}$N$_{3}$-
8971;C$_{93}$H$_{21}$N$_{3}$
8974;C$_{93}$H$_{21}$N$_{3}$
8975;C$_{93}$H$_{21}$N$_{3}$-
8977;C$_{93}$H$_{21}$N$_{3}$
8980;C$_{93}$H$_{21}$N$_{3}$-
8981;C$_{93}$H$_{21}$N$_{3}$
8984;C$_{93}$H$_{21}$N$_{3}$-
8986;C$_{93}$H$_{21}$N$_{3}$-
8987;C$_{93}$H$_{21}$N$_{3}$
8990;C$_{93}$H$_{21}$N$_{3}$
8993;C$_{93}$H$_{21}$N$_{3}$-
8994;C$_{93}$H$_{21}$N$_{3}$
8995;C$_{93}$H$_{21}$N$_{3}$-
8998;C$_{93}$H$_{21}$N$_{3}$-
8999;C$_{93}$H$_{21}$N$_{3}$
9002;C$_{93}$H$_{21}$N$_{3}$
9004;C$_{93}$H$_{21}$N$_{3}$-
9005;C$_{93}$H$_{21}$N$_{3}$
9008;C$_{93}$H$_{21}$N$_{3}$-
9009;C$_{93}$H$_{21}$N$_{3}$
9012;C$_{93}$H$_{21}$N$_{3}$-
9014;C$_{93}$H$_{21}$N$_{3}$
9015;C$_{93}$H$_{21}$N$_{3}$-
9017;C$_{93}$H$_{21}$N$_{3}$
9020;C$_{93}$H$_{21}$N$_{3}$-
9021;C$_{93}$H$_{21}$N$_{3}$
9023;C$_{93}$H$_{21}$N$_{3}$-
9024;C$_{93}$H$_{21}$N$_{3}$
9027;C$_{93}$H$_{21}$N$_{3}$-
9029;C$_{93}$H$_{21}$N$_{3}$
9031;C$_{93}$H$_{21}$N$_{3}$-
9034;C$_{93}$H$_{21}$N$_{3}$
9035;C$_{93}$H$_{21}$N$_{3}$-
9038;C$_{93}$H$_{21}$N$_{3}$-
9039;C$_{93}$H$_{21}$N$_{3}$
9042;C$_{93}$H$_{21}$N$_{3}$
9044;C$_{93}$H$_{21}$N$_{3}$-
9046;C$_{93}$H$_{21}$N$_{3}$-
9047;C$_{93}$H$_{21}$N$_{3}$
9050;C$_{93}$H$_{21}$N$_{3}$-
9051;C$_{93}$H$_{21}$N$_{3}$
9053;C$_{93}$H$_{21}$N$_{3}$
9055;C$_{93}$H$_{21}$N$_{3}$-
9058;C$_{93}$H$_{21}$N$_{3}$-
9059;C$_{93}$H$_{21}$N$_{3}$
9062;C$_{93}$H$_{21}$N$_{3}$-
9063;C$_{93}$H$_{21}$N$_{3}$
9066;C$_{93}$H$_{21}$N$_{3}$-
9067;C$_{93}$H$_{21}$N$_{3}$
9070;C$_{93}$H$_{21}$N$_{3}$
9073;C$_{93}$H$_{21}$N$_{3}$-
9074;C$_{93}$H$_{21}$N$_{3}$-
9075;C$_{93}$H$_{21}$N$_{3}$
9078;C$_{93}$H$_{21}$N$_{3}$-
9079;C$_{93}$H$_{21}$N$_{3}$
9081;C$_{93}$H$_{21}$N$_{3}$-
9082;C$_{93}$H$_{21}$N$_{3}$
9087;C$_{93}$H$_{21}$N$_{3}$-
9088;C$_{93}$H$_{21}$N$_{3}$
9089;C$_{93}$H$_{21}$N$_{3}$
9092;C$_{93}$H$_{21}$N$_{3}$-
9094;C$_{93}$H$_{21}$N$_{3}$
9096;C$_{93}$H$_{21}$N$_{3}$-
9097;C$_{93}$H$_{21}$N$_{3}$-
9098;C$_{93}$H$_{21}$N$_{3}$
9100;C$_{93}$H$_{21}$N$_{3}$
9103;C$_{93}$H$_{21}$N$_{3}$
9106;C$_{93}$H$_{21}$N$_{3}$-
9107;C$_{93}$H$_{21}$N$_{3}$-
9110;C$_{93}$H$_{21}$N$_{3}$
9111;C$_{93}$H$_{21}$N$_{3}$-
9112;C$_{93}$H$_{21}$N$_{3}$-
9113;C$_{93}$H$_{21}$N$_{3}$
9118;C$_{93}$H$_{21}$N$_{3}$-
9119;C$_{93}$H$_{21}$N$_{3}$
9122;C$_{93}$H$_{21}$N$_{3}$-
9123;C$_{93}$H$_{21}$N$_{3}$
9126;C$_{93}$H$_{21}$N$_{3}$
9127;C$_{93}$H$_{21}$N$_{3}$-
9130;C$_{93}$H$_{21}$N$_{3}$-
9131;C$_{93}$H$_{21}$N$_{3}$
9134;C$_{93}$H$_{21}$N$_{3}$
9137;C$_{93}$H$_{21}$N$_{3}$-
9138;C$_{93}$H$_{21}$N$_{3}$-
9139;C$_{93}$H$_{21}$N$_{3}$
9142;C$_{93}$H$_{21}$N$_{3}$-
9143;C$_{93}$H$_{21}$N$_{3}$
9146;C$_{93}$H$_{21}$N$_{3}$-
9147;C$_{93}$H$_{21}$N$_{3}$
9151;C$_{93}$H$_{21}$N$_{3}$-
9152;C$_{93}$H$_{21}$N$_{3}$
9153;C$_{93}$H$_{21}$N$_{3}$
9156;C$_{93}$H$_{21}$N$_{3}$-
9158;C$_{93}$H$_{21}$N$_{3}$
9159;C$_{93}$H$_{21}$N$_{3}$-
9160;C$_{93}$H$_{21}$N$_{3}$
9163;C$_{93}$H$_{21}$N$_{3}$-
9164;C$_{93}$H$_{21}$N$_{3}$
9167;C$_{93}$H$_{21}$N$_{3}$-
9170;C$_{93}$H$_{21}$N$_{3}$
9171;C$_{93}$H$_{21}$N$_{3}$-
9174;C$_{93}$H$_{21}$N$_{3}$-
9175;C$_{93}$H$_{21}$N$_{3}$
9178;C$_{93}$H$_{21}$N$_{3}$-
9179;C$_{93}$H$_{21}$N$_{3}$
9181;C$_{93}$H$_{21}$N$_{3}$
9185;C$_{93}$H$_{21}$N$_{3}$-
9186;C$_{93}$H$_{21}$N$_{3}$
9189;C$_{93}$H$_{21}$N$_{3}$-
9190;C$_{93}$H$_{21}$N$_{3}$
9191;C$_{93}$H$_{21}$N$_{3}$-
9194;C$_{93}$H$_{21}$N$_{3}$
9195;C$_{93}$H$_{21}$N$_{3}$-
9198;C$_{93}$H$_{21}$N$_{3}$
9200;C$_{93}$H$_{21}$N$_{3}$-
9202;C$_{93}$H$_{21}$N$_{3}$
9203;C$_{93}$H$_{21}$N$_{3}$-
9206;C$_{93}$H$_{21}$N$_{3}$-
9207;C$_{93}$H$_{21}$N$_{3}$
9210;C$_{93}$H$_{21}$N$_{3}$
9211;C$_{93}$H$_{21}$N$_{3}$-
9214;C$_{93}$H$_{21}$N$_{3}$
9216;C$_{93}$H$_{21}$N$_{3}$-
9217;C$_{93}$H$_{21}$N$_{3}$
9220;C$_{93}$H$_{21}$N$_{3}$-
9221;C$_{93}$H$_{21}$N$_{3}$
9224;C$_{93}$H$_{21}$N$_{3}$-
9225;C$_{93}$H$_{21}$N$_{3}$
9227;C$_{93}$H$_{21}$N$_{3}$-
9231;C$_{93}$H$_{21}$N$_{3}$-
9232;C$_{93}$H$_{21}$N$_{3}$
9233;C$_{93}$H$_{21}$N$_{3}$
9235;C$_{93}$H$_{21}$N$_{3}$-
9237;C$_{53}$H$_{18}$N
9240;C$_{53}$H$_{18}$N-
9241;C$_{53}$H$_{18}$N-
9242;C$_{53}$H$_{18}$N
9243;C$_{53}$H$_{18}$N
9246;C$_{53}$H$_{18}$N-
9247;C$_{53}$H$_{18}$N
9248;C$_{53}$H$_{18}$N-
9249;C$_{53}$H$_{17}$N
9251;C$_{53}$H$_{17}$N
9253;C$_{53}$H$_{17}$N-
9255;C$_{53}$H$_{17}$N-
9256;C$_{53}$H$_{18}$N
9257;C$_{53}$H$_{18}$N
9258;C$_{52}$H$_{18}$N$_{2}$-
9259;C$_{52}$H$_{18}$N$_{2}$
9262;C$_{52}$H$_{18}$N$_{2}$
9263;C$_{52}$H$_{18}$N$_{2}$-
9266;C$_{52}$H$_{17}$N$_{2}$
9267;C$_{52}$H$_{17}$N$_{2}$-
9270;C$_{52}$H$_{18}$N$_{2}$
9271;C$_{52}$H$_{18}$N$_{2}$-
9272;C$_{52}$H$_{18}$N$_{2}$
9276;C$_{52}$H$_{18}$N$_{2}$-
9277;C$_{52}$H$_{18}$N$_{2}$-
9278;C$_{52}$H$_{18}$N$_{2}$
9281;C$_{52}$H$_{18}$N$_{2}$
9284;C$_{52}$H$_{18}$N$_{2}$-
9285;C$_{52}$H$_{18}$N$_{2}$
9288;C$_{52}$H$_{18}$N$_{2}$-
9289;C$_{52}$H$_{18}$N$_{2}$
9291;C$_{52}$H$_{18}$N$_{2}$-
9294;C$_{52}$H$_{18}$N$_{2}$
9295;C$_{52}$H$_{18}$N$_{2}$-
9298;C$_{52}$H$_{18}$N$_{2}$
9300;C$_{52}$H$_{18}$N$_{2}$-
9302;C$_{52}$H$_{18}$N$_{2}$-
9303;C$_{52}$H$_{18}$N$_{2}$
9306;C$_{52}$H$_{18}$N$_{2}$-
9307;C$_{52}$H$_{18}$N$_{2}$
9310;C$_{52}$H$_{18}$N$_{2}$-
9311;C$_{52}$H$_{18}$N$_{2}$
9314;C$_{52}$H$_{18}$N$_{2}$
9315;C$_{52}$H$_{18}$N$_{2}$-
9318;C$_{52}$H$_{17}$N$_{2}$-
9319;C$_{52}$H$_{17}$N$_{2}$
9321;C$_{52}$H$_{17}$N$_{2}$-
9322;C$_{52}$H$_{17}$N$_{2}$
9326;C$_{52}$H$_{17}$N$_{2}$-
9327;C$_{52}$H$_{17}$N$_{2}$
9330;C$_{52}$H$_{17}$N$_{2}$-
9331;C$_{52}$H$_{17}$N$_{2}$
9334;C$_{52}$H$_{16}$N$_{2}$-
9335;C$_{52}$H$_{16}$N$_{2}$
9338;C$_{52}$H$_{16}$N$_{2}$-
9339;C$_{52}$H$_{16}$N$_{2}$
9342;C$_{52}$H$_{16}$N$_{2}$
9344;C$_{52}$H$_{16}$N$_{2}$-
9345;C$_{52}$H$_{16}$N$_{2}$
9348;C$_{52}$H$_{16}$N$_{2}$-
9349;C$_{52}$H$_{16}$N$_{2}$
9351;C$_{52}$H$_{16}$N$_{2}$
9354;C$_{52}$H$_{16}$N$_{2}$-
9355;C$_{52}$H$_{16}$N$_{2}$-
9358;C$_{52}$H$_{16}$N$_{2}$
9360;C$_{52}$H$_{16}$N$_{2}$-
9362;C$_{52}$H$_{16}$N$_{2}$-
9363;C$_{52}$H$_{16}$N$_{2}$
9366;C$_{52}$H$_{16}$N$_{2}$-
9367;C$_{52}$H$_{16}$N$_{2}$
9370;C$_{52}$H$_{16}$N$_{2}$-
9371;C$_{52}$H$_{16}$N$_{2}$
9374;C$_{52}$H$_{16}$N$_{2}$-
9375;C$_{52}$H$_{16}$N$_{2}$
9376;C$_{52}$H$_{16}$N$_{2}$
9380;C$_{52}$H$_{16}$N$_{2}$-
9381;C$_{52}$H$_{16}$N$_{2}$
9385;C$_{52}$H$_{16}$N$_{2}$-
9386;C$_{52}$H$_{16}$N$_{2}$-
9387;C$_{52}$H$_{16}$N$_{2}$
9390;C$_{52}$H$_{16}$N$_{2}$
9391;C$_{52}$H$_{16}$N$_{2}$-
9394;C$_{31}$H$_{14}$N
9396;C$_{31}$H$_{14}$N-
9397;C$_{31}$H$_{14}$N-
9398;C$_{31}$H$_{14}$N
9399;C$_{31}$H$_{14}$N
9402;C$_{31}$H$_{14}$N-
9403;C$_{31}$H$_{14}$N-
9404;C$_{31}$H$_{14}$N
9405;C$_{31}$H$_{14}$N
9408;C$_{31}$H$_{14}$N-
9409;C$_{31}$H$_{13}$N-
9410;C$_{31}$H$_{13}$N
9412;C$_{31}$H$_{13}$N
9414;C$_{31}$H$_{13}$N-
9415;C$_{31}$H$_{13}$N
9417;C$_{31}$H$_{13}$N-
9419;C$_{31}$H$_{13}$N-
9420;C$_{31}$H$_{13}$N
9422;C$_{23}$H$_{12}$N-
9423;C$_{23}$H$_{12}$N
9424;C$_{23}$H$_{12}$N-
9425;C$_{23}$H$_{12}$N
9426;C$_{23}$H$_{12}$N
9428;C$_{23}$H$_{11}$N-
9429;C$_{23}$H$_{11}$N
9440;C$_{96}$H$_{26}$
9441;C$_{96}$H$_{26}$
9442;C$_{96}$H$_{26}$
9443;C$_{96}$H$_{26}$
9444;C$_{96}$H$_{26}$
9445;C$_{96}$H$_{26}$
9446;C$_{96}$H$_{26}$
9447;C$_{96}$H$_{26}$
9448;C$_{96}$H$_{26}$
9449;C$_{96}$H$_{26}$
9460;C$_{94}$H$_{26}$
9461;C$_{94}$H$_{26}$
9462;C$_{94}$H$_{26}$
9463;C$_{94}$H$_{26}$
9464;C$_{94}$H$_{26}$
9465;C$_{94}$H$_{26}$
9466;C$_{94}$H$_{26}$
9467;C$_{94}$H$_{26}$
9468;C$_{94}$H$_{26}$
9469;C$_{94}$H$_{26}$
9472;C$_{96}$H$_{26}$
9483;C$_{94}$H$_{26}$
9484;C$_{94}$H$_{26}$
9485;C$_{94}$H$_{26}$
9486;C$_{94}$H$_{26}$
9487;C$_{94}$H$_{26}$
9488;C$_{94}$H$_{26}$
9489;C$_{94}$H$_{26}$
9490;C$_{94}$H$_{26}$
9491;C$_{94}$H$_{26}$
9492;C$_{94}$H$_{26}$
9493;C$_{94}$H$_{26}$
9506;C$_{94}$H$_{26}$
9507;C$_{94}$H$_{26}$
9508;C$_{94}$H$_{26}$
9509;C$_{94}$H$_{26}$
9510;C$_{94}$H$_{26}$
9511;C$_{94}$H$_{26}$
9512;C$_{94}$H$_{26}$
9513;C$_{94}$H$_{26}$
9514;C$_{94}$H$_{26}$
9515;C$_{94}$H$_{26}$
9516;C$_{94}$H$_{26}$
9527;C$_{94}$H$_{26}$
9528;C$_{94}$H$_{26}$
9529;C$_{94}$H$_{26}$
9530;C$_{94}$H$_{26}$
9531;C$_{94}$H$_{26}$
9532;C$_{94}$H$_{26}$
9533;C$_{94}$H$_{26}$
9534;C$_{94}$H$_{26}$
9535;C$_{94}$H$_{26}$
9536;C$_{94}$H$_{26}$
9537;C$_{94}$H$_{26}$
9549;C$_{94}$H$_{26}$
9550;C$_{94}$H$_{26}$
9551;C$_{94}$H$_{26}$
9552;C$_{94}$H$_{26}$
9553;C$_{94}$H$_{26}$
9554;C$_{94}$H$_{26}$
9555;C$_{94}$H$_{26}$
9556;C$_{94}$H$_{26}$
9557;C$_{94}$H$_{26}$
9558;C$_{94}$H$_{26}$
9571;C$_{94}$H$_{26}$
9572;C$_{94}$H$_{26}$
9573;C$_{94}$H$_{26}$
9574;C$_{94}$H$_{26}$
9575;C$_{94}$H$_{26}$
9576;C$_{94}$H$_{26}$
9577;C$_{94}$H$_{26}$
9578;C$_{94}$H$_{26}$
9579;C$_{94}$H$_{26}$
